ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  8058374    1.703    0.000    1.703    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\multiarray.py:152(concatenate)
     1481    0.006    0.000    0.738    0.000 <__array_function__ internals>:177(argsort)
     1481    0.005    0.000    0.728    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:1038(argsort)
     1481    0.003    0.000    0.722    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
     1481    0.716    0.000    0.716    0.000 {method 'argsort' of 'numpy.ndarray' objects}
  4531607    0.698    0.000    0.698    0.000 {method 'append' of 'list' objects}
     1481    0.008    0.000    0.106    0.000 C:\Users\Georg\OneDrive\Documents\Education\University\Semester 7\EE40098 Computational Intelligence\Coursework\Coursework B\./scripts\GeneticAlgorithm.py:57(calculateAverageFitness)
     1481    0.006    0.000    0.095    0.000 <__array_function__ internals>:177(average)
     1481    0.008    0.000    0.079    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\lib\function_base.py:396(average)
     1481    0.007    0.000    0.068    0.000 {method 'mean' of 'numpy.ndarray' objects}
     1481    0.008    0.000    0.067    0.000 <__array_function__ internals>:177(amin)
     1481    0.022    0.000    0.061    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\_methods.py:164(_mean)
     1481    0.010    0.000    0.052    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2829(amin)
     1481    0.020    0.000    0.021    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\_methods.py:67(_count_reduce_items)
     1481    0.010    0.000    0.010    0.000 {built-in method numpy.arange}
     2962    0.009    0.000    0.009    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
     1481    0.003    0.000    0.003    0.000 {built-in method builtins.getattr}
     2962    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
     1481    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
     1481    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     2962    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     1481    0.001    0.000    0.001    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2183(_sum_dispatcher)
     1481    0.001    0.000    0.001    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:2824(_amin_dispatcher)
     1481    0.000    0.000    0.000    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\lib\function_base.py:391(_average_dispatcher)
     1481    0.000    0.000    0.000    0.000 C:\Users\Georg\anaconda3\Lib\site-packages\numpy\core\fromnumeric.py:1034(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



population_count: 10000 random_select: 0.64     Min Fitness: 0.00       Avg Fitness: 46985904355.04     Generations: 1481.0
